tidak_baku,kata_baku
sebelahcuma,sebelah cuma  
perkembangkan,perkembangan  
lagibcamobile,lagi BCA mobile  
pulsaga,pulsa ga  
mandirilivin,Mandiri Livin  
besertakan,beserta  
serupa,serupa  
istrianak2,istri anak-anak  
laamaaaaaaaaaaa,lama  
asalkan,asalkan  
mantuuljempolkeatasjempolkeatasjempolkeatas,mantap jempol ke atas  
sebanding,sebanding  
jabattangan,jabat tangan  
nak,anak  
developnya,pengembangan  
three,tiga  
autentifikasi,autentikasi  
thnks,terima kasih  
ngecover,meliputi  
isinyasms,isinya SMS  
fiturenya,fiturnya  
permudakan,permudah  
gunakanmy,gunakan my  
merefresh,menyegarkan  
cumq,cuma  
baqus,bagus  
mantapsimpel,mantap simpel  
welcome,selamat datang  
newer,lebih baru  
merahijo,merah hijau  
ditawarkan,ditawarkan  
busyet,buset  
jengkelnya,jengkelnya  
tampilanmungkin,tampilan mungkin  
sibg,sibuk  
kembalidalam,kembali dalam  
menduplikasi,menduplikasi  
ajasusah,saja susah  
jempolkeataswarnakulitcerahjempolkeataswarnakulitcerahjempolkeataswarnakulitcerahhanya,jempol ke atas warna kulit cerah hanya  
dijaga,dijaga  
benad,benar  
meminimalisir,meminimalisir  
yaplease,ya tolong  
baguslebih,bagus lebih  
tertukar,tertukar  
bermanfaatnya,bermanfaatnya  
bolehlah,bolehlah  
masukpadahal,masuk padahal  
banyaktolong,banyak tolong  
atmabis,ATM habis  
taek,anjing  
muantaabbbb,mantap  
fingerpint,sidik jari  
nicee,bagus  
duluboros,dulu boros  
pulsakalau,pulsa kalau  
nore,nomor  
sblum,sebelum  
installitu,instal itu  
katanyabagi,katanya bagi  
welmadapat,terbaik dapat  
diinginkan,diinginkan  
jempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeataswajahberkedipokeokeoke,jempol ke atas wajah berkedip oke  
digunakannya,digunakannya  
dowlond,unduh  
terllu,terlalu  
nyabagus,nya bagus  
bavus,bagus  
trllu,terlalu  
mantulll,mantap  
superr,super  
gtoo,juga  
bankwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hati,bank wajah tersenyum dengan hati  
pendamping,pendamping  
bagusrecommended,bagus direkomendasikan  
lengkapmaju,lengkap maju  
qrisinput,QRIS input  
galeri,galeri  
setlh,setelah  
idaneh,ID aneh  
bangeeetsgt,banget  
relevantlg,relevan lagi  
aplikasinyaorangtepukjidat,aplikasinya wajah tepuk jidat  
catdlessnya,tanpa kartu nya  
promo2,promo  
berkmbang,berkembang  
cabutklo,cabut kalau  
betulll,betul  
kereeeeennnnn,keren  
abisssss,habis  
kurs,kurs  
sayawajahmemberikanciumanjauhwajahmemberikanciumanjauh,saya wajah memberikan ciuman jauh  
agus,agus  
suparru,super  
kesahan,kesalahan  
okejempolkeatasjempolkeatasjempolkeatas,oke jempol ke atas  
kuantitas,kuantitas  
transaski,transaksi  
terooosssss,terus  
triman,terima  
administrator,administrator  
since,sejak  
hope,harapan  
dtutup,ditutup  
dtnya,datanya  
trafic,lalu lintas  
jurnal,jurnal  
sklian,sekalian  
blng,bilang  
itumah,itu mah  
syanya,sayangnya  
brmasalah,bermasalah  
mlha,malah  
sna,sana  
qtqsannya,pertanyaan  
ngelihat,melihat  
bknnya,bukannya  
jelekin,jelek  
ujng,ujung  
ujngnya,ujungnya  
hebaaaaatttt,hebat  
lohh,loh  
hebatterimakasih,hebat terima kasih  
bcamelipattanganmelipattangan,BCA melipat tangan  
biasaterimakasih,biasa terima kasih  
inovasimu,inovasimu  
wajahberkacamatahitamwajahgembiradenganmatabahagia,wajah berkacamata hitam wajah gembira dengan mata bahagia  
permatax,permata  
dbs,DBS  
outdan,out dan  
sig,tanda tangan  
paymen,pembayaran  
2f,dua faktor  
mwntap,mantap  
bestttt,terbaik  
tertawaterbahakbahaktertawaterbahakbahaktertawaterbahakbahaktertawaterbahakbahaktertawaterbahakbahaktertawaterbahakbahak,tertawa terbahak-bahak  
wajahgembiradenganmatabahagiawajahgembiradenganmatabahagiawajahgembiradenganmatabahagiawajahgembiradenganmatabahagiawajahgembiradenganmatabahagiawajahgembiradenganmatabahagiawajahgembiradenganmatabahagia,wajah gembira dengan mata bahagia  
efesien,efisien  
bagusmohon,bagus mohon  
dwonlod,unduh  
ntr,nanti  
kebentrok,bentrok  
dipassword,di password  
dibatasin,dibatasi  
passwrd,kata sandi  
meninput,input  
bangetmohon,banget mohon  
mirip2,mirip-mirip  
tinggalkan,tinggalkan  
bardcode,barcode  
wajahtersenyumdenganmatabahagiawajahtersenyumwajahgembiradenganmatabahagia,wajah tersenyum dengan mata bahagia wajah tersenyum wajah gembira dengan mata bahagia  
printscanner,print scanner  
ngetik2,mengetik  
direkening,di rekening  
wajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hati,wajah tersenyum dengan hati  
jobsthanks,pekerjaan terima kasih  
diakalin,diakali  
diimport,diimpor  
menang,menang  
lagilagi,lagi-lagi  
berperan,berperan  
letakkan,letakkan  
qrisnya,QRIS nya  
mobilnya,mobilnya  
dipoles2,dipoles  
jobhatimerahhatimerah,pekerjaan hati merah  
aaya,saya  
fingerprintsetor,sidik jari setor  
katannya,katanya  
datang²,datang-datang  
penyekatan,penyekatan  
abissss,habis  
kasihwajahtersenyumjempolkeataswarnakulitcerahjempolkeataswarnakulitcerahjempolkeataswarnakulitcerahjempolkeataswarnakulitcerah,kasih wajah tersenyum jempol ke atas warna kulit cerah  
alat,alat  
ppob,PPOB  
aplikasi2,aplikasi-aplikasi  
moble,mobile  
nihtolong,nih tolong  
atktivasi,aktivasi  
masukkehalamn,masuk ke halaman  
lgijdi,lagi jadi  
hasilnyaa,hasilnya  
disisi,di sisi  
bangettttttasli,banget asli  
urusnya,urusnya  
inimahal,ini mahal  
verfy,verifikasi  
advance,lanjut  
gass,gas  
standar2,standar-standar  
mantuuul,mantap  
qrbcode,QR code  
jya,ya  
mobilemohon,mobile mohon  
mobileusername,mobile username  
okini,oke ini  
kalom,kalau  
ketik2,ketik-ketik  
mnatap,mantap  
mskin,meskin  
ekspresi,ekspresi  
tanganmelambaiwajahgembiradenganmatabahagia,tangan melambai wajah gembira dengan mata bahagia  
depanjempolkeatas,depan jempol ke atas  
jempolkeatasjempolkeatasjempolkeatassemuanya,jempol ke atas semuanya  
berpungsi,berfungsi  
kerenoke,keren oke  
vidi,video  
berkomunikasi,berkomunikasi  
jempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatas,jempol ke atas  
limitt,limit  
menantikan,menantikan  
mybcawajahgembiradenganmatabahagia,myBCA wajah gembira dengan mata bahagia  
okemirip,oke mirip  
sebelahsaya,sebelah saya  
oris,oris  
ditambahkanfitur,ditambahkan fitur  
biayacardless,biaya tanpa kartu  
perbaikijika,perbaiki jika  
kalimohon,kali mohon  
mbangkingnya,m-bankingnya  
seharibikin,sehari bikin  
bingtang,bintang  
3entar,tiga entar  
tambahitanks,tambahi terima kasih  
diikuti,diikuti  
firur,fitur  
qrcode,QR code  
biometrikagar,biometrik agar  
tambahpembayaran,tambah pembayaran  
nyamelipattangan,nya melipat tangan  
ajatingkatkan,aja tingkatkan  
lagidah,lagi deh  
baguslah,bagus lah  
popup,pop-up  
baii,baik  
adaptasi,adaptasi  
bcamau,BCA mau  
tekaj,tekan  
digabungin,digabungkan  
cuyyyjempolkeatasjempolkeatas,keren jempol ke atas  
mulus,mulus  
diproteksi,diproteksi  
berlapis,berlapis  
superapp,super aplikasi  
bagusnamun,bagus namun  
lengkapharap,lengkap harap  
wiihkeren,wiih keren  
fiturnyajempolkeatas,fiturnya jempol ke atas  
trimksih,terima kasih  
apkasinya,aplikasinya  
mengecewakannn,mengecewakan  
gamasuk2,gak masuk-masuk  
wajahsangatmarahwajahsangatmarahwajahsangatmarah,wajah sangat marah  
hilang²,hilang-hilang  
detailnya,detailnya  
explore,eksplor  
enaakkk,enak  
mengembangan,pengembangan  
seiring,seiring  
berkembangnya,berkembangnya  
yamg,yang  
upgread,upgrade  
sebelumnyauda,sebelumnya sudah  
finasial,finansial  
ealahhhh,alah  
semuanyadibikinsimpell,semuanya dibikin simpel  
goodlifebca,good life BCA  
disiniwajahberpikir,di sini wajah berpikir  
bcawajahberkedip,BCA wajah berkedip  
inovation,inovasi  
pemelaharaan,pemeliharaan  
jobjangan,pekerjaan jangan  
disertakan,disertakan  
minwajahmemelukwajahmemelukwajahmemeluk,min wajah memeluk  
kereeeeeeeeeeen,keren  
beeeeutmantap,mantap  
ash,ash  
emailnyatetapi,emailnya tetapi  
inselalu,ini selalu  
kesalahankenapa,kesalahan kenapa  
yaahhabis,ya habis  
kritik,kritik  
kebetuhan,kebutuhan  
terdebet,terdebet  
terbentuk,terbentuk  
bilyet,bilyet  
bcaselalu,BCA selalu  
updatemakin,update makin  
terusmenu,terus menu  
goodlooking,good looking  
wajahberkeringatwajahberkeringat,wajah berkeringat  
aplikasikarena,aplikasi karena  
adamau,ada mau  
rekeninginvestasi,rekening investasi  
bisayuk,bisa yuk  
kemudahannyawajahberkedip,kemudahannya wajah berkedip  
waoowee,wow  
hatibiru,hati biru  
mantappoo,mantap  
jayaa,jaya
aac,-
aamiinn,amin
aan,-
aapan,-
abal,abal-abal
abangku,abangku
abdet,abdet
abis,habis
abisan,habiskan
acc,akses
acca,akses
accc,akses
accept,terima
accnya,aksesnya
account,akun
accpi,aksespi
accpokony,aksespokoknya
accya,aksesya
acur,akur
acv,-
ada,ada
adaa,ada
adaan,keadaan
adab,adab
adain,adakan
adak,ada
adakan,adakan
adalh,adalah
adamodal,ada modal
adanya,adanya
adapun,adapun
adapundi,adapun di
adek,adik
adelia,adelia
adh,-
adi,adi
adik,adik
adil,adil
adlh,adalah
admin,admin
administrasi,administrasi
adminnya,adminnya
adrilah,adrilah
aduhh,aduh
adukan,adukan
aduuhh,aduh
aed,-
aederhana,sederhana
aelain,elain
afk,afk
afknya,afknya
aflikasainya,aplikasinya
afpi,afpi
agak,agak
agalbay,agak alay
agen,agen
agk,agak
ags,agustus
aguatus,agustus
agusciarti,agus ciarti
agusgiarti,agus giarti
agust,agustus
agustua,agustus
agustus,agustus
ahai,hai
ahemmmm,hem
ahhh,ah
ahhhh,ah
ahmamdulillah,alhamdulillah
air,air
aisyah,aisyah
ajaiburrizkunkarim,ajaib urrizkun karim
ajak,ajak
ajalah,ajalah
ajar,ajar
ajarnyaa,ajarnya
ajh,-
aji,aji
ajib,ajib
ajing,anjing
ajjah,ajah
ajk,ajak
aju,aju
ajuhkan,ajukan
ajuiin,ajukan
ajuin,ajukan
ajukan,ajukan
akal,akal
akan,akan
akbar,akbar
akhir,akhir
akhirat,akhirat
akhirnya,akhirnya
akhlak,akhlak
aki,aki
akn,akan
akses,akses
aksesnya,aksesnya
aktif,aktif
aktifin,aktifkan
aktifkan,aktifkan
aktivitas,aktivitas
akulaaku,akulah aku
akulaki,akulah laki
akulku,akulah aku
akun,akun
akunsaya,akun saya
akurat,akurat
akuu,aku
akyn,-
alah,alah
alaihiwassalam,alaihi wassalam
alaikum,alaikum
alam,alam
alamat,alamat
alami,alami
alamsyah,alamsyah
alamt,alamat
alangkah,alangkah
alasan,alasan
alasannya,alasannya
alasanya,alasannya
alberto,alberto
albi,albi
alesanya,alasannya
alfa,alfa
alfamart,alfamart
alhamdllah,alhamdulillah
alhamdulillah,alhamdulillah
alhasil,alhasil
alhmdllh,alhamdulillah
alhmdulilah,alhamdulillah
alhmdulillah,alhamdulillah
alias,alias
alihkan,alihkan
alipujo,ali pujo
alkmdllh,alhamdulillah
allah,allah
allahamdullialah,alhamdulillah
allahhamduli,alhamdulillah
allhamdulilah,alhamdulillah
allhamdullah,alhamdulillah
allhammmdulilah,alhamdulillah
alloh,allah
alnya,alnya
alqamdulillah,alhamdulillah
alsan,alasan
alternatif,alternatif
ama,ama
amah,amah
amakin,makin
aman,aman
amana,amanah
amanah,amanah
amanaha,amanah
amank,aman
amankan,amankan
amann,aman
amannn,aman
amannnn,aman
amar,amar
amat,amat
amatiran,amatir
amaze,amazing
ambang,ambang
ambial,ambil
ambil,ambil
ambilan,ambilan
ambl,ambil
amergency,emergency
amiiinnnn,amin
amiin,amin
amin,amin
aminn,amin
aminna,amin
aminnn,amin
aminnnnn,amin
amit,amit
ammar,ammar
amn,amin
amnah,amanah
amnh,amanah
amnil,amin
ampas,ampas
ampe,sampai
ampir,ampir
amplifikasi,amplifikasi
amplikasi,aplikasi
amplot,aplikasi
ampuh,ampuh
ampun,ampun
ampunnn,ampun
anak,anak
analis,analis
ancam,ancam
ancama,ancaman
ancaman,ancaman
ancanaman,ancaman
ancem,ancam
and,and
anda,anda
andaikan,andaikan
andal,andal
andalah,andalah
andalakan,andalkan
andalan,andalan
andalkan,andalkan
andelin,andalkan
andi,andi
android,android
aneh,aneh
aneha,aneh
anehhhh,aneh
anfa,anfa
anggap,anggap
anggara,anggara
anggaran,anggaran
anggit,anggit
anggota,anggota
angin,angin
angkat,angkat
angkatan,angkatan
angsur,angsur
angsuran,angsuran
angsuranny,angsuran
angsurannya,angsurannya
anita,anita
anjaayyy,anjay
anjay,anjay
anjing,anjing
anjinnggg,anjing
anjir,anjir
anjj,anjing
anjlokkk,anjlok
anjng,anjing
anjurkan,anjurkan
anjxxx,anjing
ank,anak
anngat,angkat
anomali,anomali
anomi,anomi
ansuranya,angsuran
antar,antar
antara,antara
antarmukanya,antarmukanya
antek,antek
anti,anti
antoni,antoni
aolikasi,aplikasi
apa,apa
apa-apaan,apa-apaan
apaaan,apa-apaan
apaan,apa-apaan
apabila,apabila
apabilang,apabila
apah,apa
apakah,apakah
apakaha,apakah
apakan,apakah
apalagi,apalagi
apanya,apanya
apapun,apapun
apenawaran,penawaran
apilikasi,aplikasi
apilkasi,aplikasi
apk,aplikasi
apkliasi,aplikasi
apkn,aplikasi
apknya,aplikasi
apl,aplikasi
aplg,aplikasi
apli,aplikasi
apliakasi,aplikasi
apliasihh,aplikasi
aplikanya,aplikasi
aplikas,aplikasi
aplikasi,aplikasi
aplikasiini,aplikasi ini
aplikasikan,aplikasikan
aplikasinya,aplikasinya
aplikasinyaaa,aplikasinya
aplikasinyg,aplikasinya
aplikasiya,aplikasi
aplikator,aplikator
apliksi,aplikasi
apliksih,aplikasi
apliksinya,aplikasinya
aplkasi,aplikasi
aplksinya,aplikasinya
apllikasi,aplikasi
apload,upload
aplod,upload
aplot,aplikasi
aploud,upload
app,aplikasi
appk,aplikasi
application,aplikasi
applikasi,aplikasi
applynya,aplikasi
appnya,aplikasi
approv,approve
approved,approved
apps,aplikasi
appun,aplikasi
aprove,approve
apus,hapus
aqu,aku
aqulaku,akulah aku
arahan,arahan
ardiansyah,ardiansyah
areal,areal
ari,ari
arif,arif
arni,arni
arrogant,arogan
artinya,artinya
artis,artis
arum,arum
arya,arya
asa,asa
asal,asal
asese,asese
asih,asih
asik,asik
asli,asli
aslian,asli
aslinya,aslinya
ass,ass
assalamu,assalamu
assalamualaikum,assalamualaikum
asssu,assu
astaga,astaga
astuti,astuti
asu,asu
asuu,asu
asuuuuu,asu
ata,ata
atap,atap
atas,atas
atasa,atas
atasi,atasi
atasss,atas
atau,atau
ataupun,ataupun
atm,atm
atopun,ataupun
atu,atau
atupun,ataupun
atur,atur
aturan,aturan
aturannya,aturannya
atus,atus
auto,auto
avros,avros
awa,awa
awal,awal
awala,awal
awalan,awalan
awali,awali
awall,awal
awalnya,awalnya
awalx,awal
awas,awas
awasai,awasi
awasi,awasi
awasin,awasi
awasli,awas
awass,awas
awassi,awasi
awesome,awesome
awokwokwowk,awok
aws,aws
awsi,awasi
axa,axa
aya,aya
ayo,ayo
ayolah,ayolah
ayu,ayu
azizah,azizah
babget,budget
babi,babi
babibu,babi
babungulan,babungulan
baca,baca
bad,bad
bagai,bagai
bagaiman,bagaimana
bagaimana,bagaimana
bagaimn,bagaimana
bagamanh,bagaimana
bagettt,banget
bagettttt,banget
bagi,bagi
bagian,bagian
bagikan,bagikan
bagis,bagi
bagitu,bagitu
bagsu,bagus
bagud,bagus
bagus,bagus
bagusb,bagus
baguslahh,baguslah
bagusnya,bagusnya
baguss,bagus
bagussemoga,bagus semoga
bagusss,bagus
bagusssssaaaaaaaa,bagus
bagusssssss,bagus
baguuss,bagus
baguussssss,bagus
baguz,bagus
bahagia,bahagia
bahas,bahas
bahasa,bahasa
bahasanya,bahasanya
bahawa,bahwa
bahaya,bahaya
bahayaa,bahaya
bahayain,bahayakan
bahjss,bahas
bahkan,bahkan
bahus,bagus
bahwa,bahwa
baik,baik
baika,baik
baikk,baik
baiknya,baiknya
baim,baim
baju,baju
bak,bak
bakal,bakal
bakalan,bakalan
bakan,bakar
bakar,bakar
bakso,bakso
balas,balas
balasan,balasan
balasannya,balasannya
balasanya,balasannya
balasnya,balasnya
balesan,balasan
balik,balik
balikin,balikkan
balikinnya,balikkan
balikpapan,balikpapan
bamgke,bamgke
bamtu,bantu
banayak,banyak
banding,banding
bandingkan,bandingkan
baned,baned
banegtt,banget
bang,bang
banget,banget
bangett,banget
bangettta,banget
bangetttttt,banget
bangg,bangga
bangga,bangga
banggett,banget
bangik,bangkit
bangjrut,bangkrut
bangkaiii,bangkai
bangkalan,bangkalan
bangke,bangkai
bangkek,bangkai
bangkrut,bangkrut
bangkrutttt,bangkrut
bangrut,bangkrut
bangs,bangsa
bangsad,bangsat
bangsat,bangsat
bank,bank
banking,banking
bankking,banking
banknya,banknya
bankrut,bangkrut
banshat,bangsat
banten,banten
bantu,bantu
bantua,bantu
bantuan,bantuan
bantuannya,bantuannya
bantuanya,bantuannya
bantuin,bantu
bantusaku,bantu saya
bantuuuu,bantu
banyaakkk,banyak
banyak,banyak
banyakan,banyak
bapa,bapa
bapak,bapak
bapat,bapak
bar,bar
bara,bara
barang,barang
barangny,barangnya
barangnya,barangnya
barbar,barbar
bareng,bareng
bari,bari
barng,barang
barokah,barokah
baru,baru
baruh,baru
barus,baru
barusan,barusan
baruuu,baru
basi,basi
basmi,basmi
bast,bast
bastards,bastard
batak,batak
batal,batal
batalakan,batal
batalin,batal
batalinnya,batal
batalkan,batalkan
batalkn,batalkan
batas,batas
batasnya,batasnya
batsss,batas
baturijal,baturijal
bawa,bawa
bawah,bawah
bay,bay
bayak,banyak
bayangin,bayangkan
bayangkan,bayangkan
bayar,bayar
bayarkan,bayarkan
bayarlah,bayarlah
bayarmudah,bayar mudah
bayarnya,bayarnya
bayarr,bayar
bayarrr,bayar
bayr,bayar
bayu,bayu
bbm,bbm
bca,bca
beast,beast
bebas,bebas
beberapa,beberapa
bebrapa,beberapa
because,karena
beda,beda
bedakan,bedakan
bedanya,bedanya
bedaskan,bedakan
bedmod,bedmod
beeeh,beuh
begah,begah
begayak,bergaya
begini,begini
beginian,begini
beginik,begini
begitu,begitu
begituan,begitu
bego,bego
behari,behari
behh,beh
behhhh,beh
bekerha,bekerja
bekerja,bekerja
bekerjasama,bekerja sama
bekli,beli
bekukan,bekukan
belagu,belagu
belakangan,belakangan
belangsak,belangsak
belanja,belanja
belasan,belasan
belek,belek
beli,beli
belit,belit
belom,belum
belsnja,belanja
belum,belum
belummm,belum
bemtuk,bentuk
benahi,benahi
benar,benar
benara,benar
benarr,benar
bene,benar
benera,benar
beneran,benar
benerin,benarkan
bengek,bengek
benget,banget
bengkayang,bengkayang
benr,benar
bentar,bentar
ber,ber
berada,berada
beragam,beragam
berakhir,berakhir
beralih,beralih
beranda,beranda
berani,berani
beraninya,beraninya
berapa,berapa
berapapun,berapapun
berarti,berarti
berarty,berarti
berat,berat
beratitud,berat
beratkan,beratkan
beratt,berat
berattitude,berat
berbagai,berbagai
berbahaya,berbahaya
berbasis,berbasis
berbeda,berbeda
berbelanja,berbelanja
berbelit,berbelit
berbentuk,berbentuk
berbicara,berbicara
berbijaklah,berbijaklah
berbisnis,berbisnis
berblan,berbelanja
berbobot,berbobot
berbuat,berbuat
berbulan,berbulan
berbulana,berbulan
berbunga,berbunga
berdasarkan,berdasarkan
berdasarkn,berdasarkan
berencana,berencana
berenti,berhenti
beres,beres
beretika,beretika
berfaedah,berfaedah
berfungsi,berfungsi
bergabung,bergabung
berguna,berguna
bergunaa,berguna
bergunaaaa,berguna
berhadapan,berhadapan
berhak,berhak
berharap,berharap
berharga,berharga
berhari,berhari
berhasik,berhasil
berhasil,berhasil
berhasill,berhasil
berhasilll,berhasil
berhasiln,berhasil
berhatap,berharap
berhati,berhati
berhenti,berhenti
berhubungan,berhubungan
berhutang,berhutang
beri,beri
beribu,beribu
berikan,berikan
berikn,berikan
berikut,berikut
berikutnya,berikutnya
berinovasi,berinovasi
berisik,berisik
berisiknya,berisiknya
berisil,berisik
berita,berita
beritahu,beritahu
berizin,berizin
berjalan,berjalan
berjalannya,berjalannya
berjam,berjam
berjaya,berjaya
berjualan,berjualan
berkah,berkah
berkahi,berkahi
berkaitan,berkaitan
berkala,berkala
berkali,berkali
berkalia,berkali
berkapasitas,berkapasitas
berkas,berkas
berkat,berkat
berkebutuhan,berkebutuhan
berkegiatan,berkegiatan
berkelanjutan,berkelanjutan
berkembang,berkembang
berkendara,berkendara
berkewajiban,berkewajiban
berkli,berkali
berkualitas,berkualitas
berkuarang,berkurang
berkurang,berkurang
berlaku,berlaku
berlama-lama,berlama-lama
berlangganan,berlangganan
bermaafaat,bermanfaat
bermaat,bermanfaat
bermafaat,bermanfaat
bermaksud,bermaksud
bermamfaat,bermanfaat
bermanfa,bermanfaat
bermanfaat,bermanfaat
bermanfat,bermanfaat
bermanpaat,bermanfaat
bermasalah,bermasalah
bermodal,bermodal
bermodalkan,bermodalkan
bermohon,bermohon
bermutu,bermutu
bernafas,bernafas
bernama,bernama
berniat,berniat
berobat,berobat
beroprasi,beroperasi
berotak,berotak
berpaling,berpaling
berpengaruh,berpengaruh
berpikirlah,berpikirlah
bersahabat,bersahabat
bersaing,bersaing
bersaksi,bersaksi
bersama,bersama
bersedia,bersedia
bersifat,bersifat
bersih,bersih
bersihkan,bersihkan
bersikap,bersikap
bersukur,bersyukur
bersumpah,bersumpah
bersyukur,bersyukur
bertahan,bertahan
bertahun,bertahun
bertamabah,bertambah
bertambah,bertambah
